,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-4.25582   -3.0043366  6.1787033],[2.9395916e-05 1.0275409e-04 9.9986780e-01]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.4421566  4.483719  -2.9029853],[9.804727e-04 9.984011e-01 6.184436e-04]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-4.745088   6.4352174 -3.0839074],[1.3944953e-05 9.9991262e-01 7.3427473e-05]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-4.592471  -1.558993   5.0534935],[6.4595115e-05 1.3415982e-03 9.9859375e-01]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 6.853918  -5.448113  -4.9517283],[9.9998796e-01 4.5424567e-06 7.4622094e-06]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-5.077612  5.647505 -2.000419],[2.1974771e-05 9.9950123e-01 4.7679574e-04]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-4.6143827 -2.769684   6.23173  ],[1.9477397e-05 1.2321782e-04 9.9985731e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 6.419077  -5.5391064 -4.2246337],[9.9996972e-01 6.4063966e-06 2.3849641e-05]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.4283388  -0.92827076 -2.7759101 ],[0.9612183  0.03350156 0.00528014]
9,negative,negative,TRUE,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[ 1.574991  -3.1931288  0.3192449],[0.77318025 0.0065692  0.22025062]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 6.6058016 -5.1225886 -4.854075 ],[9.99981403e-01 8.06152093e-06 1.05446115e-05]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.762053  6.390778 -3.873917],[3.8962738e-05 9.9992621e-01 3.4839144e-05]
