,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.9446337 -2.5816693  6.505152 ],[7.8691301e-05 1.1312543e-04 9.9980825e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.1138475 -2.1744413  6.294228 ],[8.2034785e-05 2.0988268e-04 9.9970812e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.5780656  5.9108644 -2.1660135],[7.565584e-05 9.996138e-01 3.105195e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.9596324  5.457041  -1.3575816],[8.1260390e-05 9.9882251e-01 1.0963152e-03]
4,neutral,negative,MISS,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 1.3127949  1.8396739 -2.1529555],[0.36698762 0.62154424 0.0114682 ]
5,positive,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.18629138 -0.31372604  1.0842706 ],[0.1837153  0.16173393 0.6545508 ]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.173739  -2.5055323  6.7528434],[4.8851456e-05 9.5296324e-05 9.9985588e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 0.933138    0.5752173  -0.71439546],[0.52863824 0.36958608 0.10177565]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 1.250618   2.179276  -2.4310935],[0.28119195 0.71172774 0.00708037]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-2.5300841  1.7290808  1.3392171],[0.00835703 0.59126705 0.400376  ]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 6.3199396 -2.4106991 -2.2675576],[9.9965215e-01 1.6150308e-04 1.8635715e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.439117   5.7195463 -2.0685842],[1.0524890e-04 9.9948043e-01 4.1441177e-04]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-3.7060268  5.071676  -1.2141016],[1.5382162e-04 9.9798727e-01 1.8588600e-03]
13,neutral,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 0.0101766  2.9714062 -2.2875807],[0.04896633 0.94611335 0.00492033]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-3.704111   5.821394  -1.9407399],[7.2930510e-05 9.9950171e-01 4.2533563e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.153908 -1.060654  5.11093 ],[2.5680827e-04 2.0830403e-03 9.9766016e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 6.975558  -2.8092833 -2.3805578],[9.9985731e-01 5.6290533e-05 8.6422886e-05]
17,positive,neutral,MISS,Blågårdsgade 2. Look for Sasaa at Facebook,[-3.9092734  2.1282625  2.389834 ],[0.0010374 0.4345262 0.5644364]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.5273597  5.3655243 -1.653157 ],[1.3722124e-04 9.9896872e-01 8.9408172e-04]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.0892775 -2.6799572  6.803413 ],[5.053637e-05 7.609740e-05 9.998734e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-3.0968015  5.7386312 -2.4321616],[1.4542339e-04 9.9957198e-01 2.8267276e-04]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 6.8478446 -3.0626364 -2.0895894],[9.9981898e-01 4.9642582e-05 1.3135391e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-2.0912664  5.479755  -2.9608376],[5.1478978e-04 9.9926943e-01 2.1576438e-04]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 4.0743      0.18990362 -2.7447114 ],[0.97880584 0.02012449 0.00106964]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 5.7417665 -1.4198713 -2.7035923],[9.9901021e-01 7.7501510e-04 2.1468289e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 5.9972143 -1.67775   -2.5778449],[9.9934739e-01 4.6400406e-04 1.8863214e-04]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 4.544768  -0.680581  -2.2653496],[0.9935607  0.00534385 0.00109546]
