,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[ 0.34097522 -2.4953551   2.7242827 ],[0.08403829 0.00492804 0.9110337 ]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-0.7220172 -2.2549856  3.4405975],[0.01527763 0.00329835 0.98142403]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.798606   5.0530467 -3.0191422],[1.0562593e-03 9.9863201e-01 3.1167228e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.2742355  4.9169703 -2.5526047],[7.5218483e-04 9.9867839e-01 5.6941702e-04]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.6580915 -1.4323356 -2.3063831],[9.9882072e-01 8.3205890e-04 3.4718437e-04]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-1.4447685  1.9545746 -0.6909861],[0.0302394  0.90550125 0.0642594 ]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.227466  -2.9616337  4.691359 ],[2.6798802e-03 4.7312508e-04 9.9684697e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 3.1719592  -1.6618146  -0.46439394],[0.9668332  0.00769255 0.02547437]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 3.479002   -0.56583214 -1.5529634 ],[0.9765257  0.01710151 0.00637278]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-1.450105    1.8669583  -0.51935166],[0.03213816 0.886346   0.08151586]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.9915724 -1.7902703 -2.2971268],[9.9933189e-01 4.1696383e-04 2.5117327e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.8619363  4.1805615 -2.3284893],[0.00236647 0.9961494  0.00148416]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-1.5793983  3.5997481 -2.0283012],[0.00558131 0.99085605 0.0035627 ]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 1.9011464  1.5038494 -2.2730393],[0.5925848  0.3982966  0.00911853]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.069346   5.0006223 -2.8367841],[8.4920297e-04 9.9875665e-01 3.9420073e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-0.96024734 -1.3856845   2.690433  ],[0.02490391 0.01627431 0.9588218 ]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.4414563 -0.890508  -2.583117 ],[9.9789858e-01 1.7747991e-03 3.2663182e-04]
