,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-1.6317289 -2.2767353  4.2461486],[0.00278882 0.00146318 0.995748  ]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.0344434 -1.1822267  3.3767035],[0.00440077 0.01031909 0.98528016]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.1453434  3.9805636 -2.5365896],[0.00589708 0.992636   0.00146699]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-1.4011439  3.926215  -2.3420079],[0.00482431 0.9932929  0.00188288]
4,neutral,negative,MISS,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 0.97578275  1.5632727  -1.898525  ],[0.35014975 0.6300825  0.01976777]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-1.6813835   1.7894629  -0.27039018],[0.02683556 0.86313796 0.11002652]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.7941996 -2.2321205  4.377277 ],[0.002081   0.00134303 0.9965759 ]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 1.6766038  -0.36504537 -0.6171641 ],[0.8125457  0.10548017 0.08197417]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 2.2939987  0.6317538 -1.9320222],[0.830342   0.15752634 0.01213164]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-2.3628545  0.5560084  1.7925807],[0.01200481 0.22233172 0.76566344]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 4.0582914 -0.301726  -2.1930768],[0.98550713 0.01259297 0.00189987]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.715985   2.940527  -1.2104264],[0.00926559 0.9753728  0.01536153]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-2.0091467   2.6541452  -0.80710304],[0.00906525 0.96077555 0.03015927]
13,neutral,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[-1.1972996  3.5962226 -2.1916363],[0.00819029 0.98877954 0.00303015]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-1.488649   3.8511896 -2.2568264],[0.0047632  0.9930274  0.00220945]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-2.1742327  -0.80786663  3.1996012 ],[0.0045329  0.01777385 0.97769326]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 3.6755965   0.59210664 -2.717603  ],[0.9546794  0.0437235  0.00159708]
17,positive,neutral,MISS,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.5100374   0.46980947  2.0798066 ],[0.00839181 0.16519104 0.8264172 ]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-1.832956   3.4313982 -1.6301825],[0.00511388 0.9886227  0.00626346]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-1.9778756 -1.934233   4.229118 ],[0.00200702 0.00209655 0.99589646]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-1.3074052  3.618996  -2.244992 ],[0.00718009 0.99000835 0.00281152]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 5.2377944 -1.4088248 -2.2032592],[9.9811852e-01 1.2959612e-03 5.8556313e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-0.51385874  3.9943333  -3.0967987 ],[1.0889315e-02 9.8828799e-01 8.2270463e-04]
23,neutral,negative,MISS,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[-1.0152234  3.8175883 -2.5528343],[0.00788778 0.9904171  0.00169504]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-1.254068   3.8565648 -2.4274201],[0.00598499 0.99216366 0.00185133]
25,neutral,negative,MISS,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[-0.8250891  3.800332  -2.6364434],[0.00968906 0.98872745 0.00158351]
26,neutral,neutral,TRUE,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[-0.26340958  3.2919557  -2.6430466 ],[0.02770606 0.9697288  0.00256514]
27,neutral,negative,MISS,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[-0.88042235  3.856729   -2.694186  ],[0.00867516 0.9899104  0.00141439]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[ 2.0193622  2.3166382 -3.2649794],[0.4253044  0.57253915 0.00215645]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 4.0722585   0.30765104 -2.7179646 ],[0.97627515 0.02262685 0.00109803]
30,negative,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[ 1.6493121  -0.24024384 -0.70379484],[0.8024315  0.12127863 0.07628983]
