,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.1427808 -2.9361002  5.678369 ],[4.0092657e-04 1.8135540e-04 9.9941778e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.712612  -0.9724255  4.1955338],[9.929609e-04 5.658295e-03 9.933488e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.5379179  5.4456534 -2.4385192],[3.4077486e-04 9.9928278e-01 3.7638805e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.1609774  4.9276347 -1.5246643],[3.0643845e-04 9.9811965e-01 1.5739275e-03]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 5.7023315  -0.86961895 -2.9007704 ],[9.9841988e-01 1.3968552e-03 1.8324563e-04]
5,positive,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-3.0877302   0.82120156  2.687733  ],[0.00267996 0.13358463 0.86373544]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.455051 -2.842146  5.918131],[2.3088980e-04 1.5678038e-04 9.9961239e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 5.0424175 -0.5218341 -2.6975906],[9.9575055e-01 3.8161622e-03 4.3321916e-04]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 3.8102562   0.79050833 -2.9223244 ],[0.9523764  0.04648884 0.00113471]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.105374    2.8280563   0.59978366],[0.00238604 0.9006058  0.09700815]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.206882   -0.25898907 -3.02203   ],[9.9552464e-01 4.2097322e-03 2.6563220e-04]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-3.2154229  5.150877  -1.6672572],[2.3226651e-04 9.9867541e-01 1.0923109e-03]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-2.8931015  4.609238  -1.5432993],[5.5031717e-04 9.9732721e-01 2.1223875e-03]
13,neutral,negative,MISS,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[-2.7116125  4.369386  -1.3076763],[8.3736220e-04 9.9575365e-01 3.4090627e-03]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.7974756  5.3604493 -2.152412 ],[2.8621798e-04 9.9916828e-01 5.4556242e-04]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.027736   -0.18636379  3.7821982 ],[0.00108114 0.01852993 0.98038894]
