,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-2.682529  -2.398335   5.8778615],[1.9145908e-04 2.5438989e-04 9.9955410e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.981307  -1.8616799  5.5968943],[1.8801936e-04 5.7603698e-04 9.9923599e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-3.1099417  6.135941  -2.5192199],[9.6482028e-05 9.9972922e-01 1.7417819e-04]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.2220385  5.7191615 -2.0069294],[1.3080901e-04 9.9942821e-01 4.4091308e-04]
4,neutral,negative,MISS,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[-1.0648253  2.9037068 -1.1865647],[0.01825078 0.96559036 0.01615885]
5,positive,neutral,MISS,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-2.1235888  0.7430608  1.9208772],[0.01321725 0.2323331  0.75444967]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.0711415 -2.3742092  6.3140845],[8.3934086e-05 1.6850486e-04 9.9974757e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 3.2465599 -0.6851734 -1.3441277],[0.9711042  0.01904302 0.00985271]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 3.9791234   0.00912265 -2.4067204 ],[0.9798554  0.01849322 0.0016513 ]
9,positive,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-2.8171933  0.5568681  2.8480926],[0.0031361  0.0915643  0.90529966]
