,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-3.4851298 -3.2310448  7.847038 ],[1.1980922e-05 1.5446773e-05 9.9997258e-01]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.7153149 -3.0398297  7.9079823],[8.9547775e-06 1.7596007e-05 9.9997342e-01]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-2.3963258  6.5265946 -3.8882632],[1.3327664e-04 9.9983668e-01 2.9978766e-05]
3,neutral,neutral,TRUE,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.4719806  7.0971575 -3.460838 ],[2.5695639e-05 9.9994826e-01 2.5983534e-05]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 3.0186934  0.6059066 -2.4985254],[0.91442597 0.08190086 0.00367325]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[ 1.4701965  2.4604154 -3.0599566],[0.2700803 0.7270085 0.0029112]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-3.7842112 -2.9114056  7.8561435],[8.8032984e-06 2.1071704e-05 9.9997008e-01]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 2.2159064  1.1745895 -2.4068544],[0.73377526 0.25901496 0.00720981]
8,negative,negative,TRUE,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[ 3.2098875   0.73877454 -2.758036  ],[0.9199206  0.0777248  0.00235458]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-3.1053822  5.1549826 -1.7684953],[2.5824373e-04 9.9875855e-01 9.8317803e-04]
10,negative,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[ 5.640686  -1.2932758 -2.864485 ],[9.988248e-01 9.729891e-04 2.021811e-04]
11,positive,positive,TRUE,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-2.9459352   0.40720162  3.1627696 ],[0.00208617 0.05964826 0.9382655 ]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-2.8970647  6.7722797 -3.6481464],[6.3185427e-05 9.9990702e-01 2.9814391e-05]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 3.9515166   0.11261635 -2.7694876 ],[0.97778225 0.02103919 0.00117855]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.9018438  7.2517853 -4.0831175],[3.8932536e-05 9.9994910e-01 1.1947916e-05]
15,positive,positive,TRUE,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-3.7722108 -2.073824   6.944402 ],[2.2170318e-05 1.2116346e-04 9.9985659e-01]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 5.4305525 -1.0937876 -2.8613796],[9.9828511e-01 1.4647709e-03 2.5010033e-04]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-4.3590918   5.039357   -0.38807836],[8.248318e-05 9.955428e-01 4.374765e-03]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-3.4162056  6.7171483 -3.0894024],[3.9728213e-05 9.9990523e-01 5.5084307e-05]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-3.659419  -3.1878023  8.03597  ],[8.33197100e-06 1.33526755e-05 9.99978304e-01]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-2.2747078  6.4238195 -3.8848238],[1.6679794e-04 9.9979991e-01 3.3336975e-05]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 6.2225866 -2.1578348 -2.5964775],[9.9962282e-01 2.2922675e-04 1.4783093e-04]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-1.7028909  6.051937  -4.006067 ],[4.2846592e-04 9.9952877e-01 4.2821262e-05]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 5.3257146  -0.87752146 -2.9606264 ],[9.9773043e-01 2.0182827e-03 2.5136292e-04]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 4.1460714   0.20452748 -2.9860332 ],[9.8018336e-01 1.9033406e-02 7.8320154e-04]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 3.0278862  0.9873955 -2.8439019],[0.88278174 0.11473067 0.00248753]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 5.1425037 -1.0461553 -2.6705377],[9.9754900e-01 2.0475462e-03 4.0343479e-04]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 5.102968  -1.4115664 -2.3971336],[9.9796933e-01 1.4787366e-03 5.5190490e-04]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-0.275966   4.9243374 -4.0693994],[5.4839659e-03 9.9439257e-01 1.2348886e-04]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 5.4881124 -1.3294306 -2.7486925],[9.9864262e-01 1.0929210e-03 2.6436936e-04]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-3.192107  -3.1446831  7.3671927],[2.5949646e-05 2.7209913e-05 9.9994683e-01]
31,negative,negative,TRUE,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 5.6199083 -1.220292  -2.910494 ],[9.9873430e-01 1.0685348e-03 1.9712574e-04]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 5.7217054 -1.7072145 -2.5948434],[9.9916255e-01 5.9333129e-04 2.4423318e-04]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 4.2108297   0.19556062 -3.0578554 ],[9.8160940e-01 1.7706366e-02 6.8420899e-04]
34,positive,positive,TRUE,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-1.4103065  0.7231333  1.2146087],[0.04301582 0.3632196  0.5937646 ]
35,negative,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[ 2.7649841 -1.4864821 -0.4909297],[0.94985795 0.01352914 0.03661283]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-3.7113218  7.1599684 -3.2465374],[1.8994911e-05 9.9995077e-01 3.0233656e-05]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-3.744017  -1.5841779  6.3459783],[4.1475956e-05 3.5958592e-04 9.9959892e-01]
38,neutral,neutral,TRUE,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-3.178707   6.7171874 -3.239413 ],[5.0376195e-05 9.9990213e-01 4.7409023e-05]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-3.0233812  5.5109243 -2.264819 ],[1.9648555e-04 9.9938405e-01 4.1953666e-04]
40,positive,negative,MISS,"Fodboldfans og sange er altså en historie for sig selv! 
Så ufattelig mange sløje tekster og selvkonstruerede ord for at få noget til at lade som om det rimer.",[-3.1762812 -3.554337   7.798369 ],[1.7130000e-05 1.1737347e-05 9.9997115e-01]
41,neutral,neutral,TRUE,"Det er Torsdag og dermed Premier League i Dart, med runder igen før finalen strammer det til nu.
Se forslag på facebook side",[-3.5735698  7.282288  -3.5066862],[1.9290499e-05 9.9996006e-01 2.0624833e-05]
42,neutral,neutral,TRUE,"Nethandel med Dankort fejrer 20 års fødselsdag i dag. Tilbageblik: Det er i dag 20 år siden, at det første køb med Dankort på nettet blev gennemført. Siden er det blevet til millioner af handler på nettet.",[-3.4805648  5.7104464 -1.9080064],[1.0189125e-04 9.9940717e-01 4.9101003e-04]
43,negative,negative,TRUE,Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,[ 5.33694   -1.2395853 -2.688503 ],[9.9828327e-01 1.3902893e-03 3.2647364e-04]
44,negative,negative,TRUE,"@USER, hvor er det bare en uklædelig måde du omgår reglerne om kampagnestøtte. Du er jo udmærket klar over, hvad intentionen med loven er. Den burde du som borgerlig leve op til. Åbenhed er en styrke i politik. #dkpol #fv19",[ 5.872554  -1.8679034 -2.5968368],[9.9935573e-01 4.3459260e-04 2.0965750e-04]
45,negative,negative,TRUE,"Meget ærgerligt for Slagelse Kommune, fordi jeg er tæt på byen, hvor jeg kan få arbejdet i Korsør, det er bare et arbejde. De skal kunne tænke sig om.",[ 6.1249933 -2.097477  -2.5699537],[9.9956411e-01 2.6843380e-04 1.6735669e-04]
46,neutral,neutral,TRUE,"Hvad sker der med i dag, kan ikke komme ind??",[ 0.5879657  3.3684916 -3.2961147],[0.05831561 0.940485   0.00119936]
47,negative,negative,TRUE,"Men igen; hvor mange opretter en komité og når frem til “nå, ingen vil have mig”?",[ 3.0310893  0.9219752 -2.834198 ],[0.88953596 0.1079411  0.00252291]
48,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 4.9708023  -0.63642764 -2.888213  ],[9.9595898e-01 3.6563885e-03 3.8469309e-04]
49,negative,negative,TRUE,Det hedder at klæbe sig til taburetten man ved er tabt alligevel. Husk I kun blev reddet af DF sidste gang,[ 6.060443  -1.7876493 -2.7681408],[9.9946326e-01 3.9028670e-04 1.4640694e-04]
50,negative,negative,TRUE,Mig heller ikke. Al magt til velfærds argumentet om den enkle fries lykkelige. Lad os i samlet flokkes kor nedlægge denne fucking irriterende natur planeten dyrene og træerne og insekterne der æder vores korn eller er det de vilde fugle. Lad os slaa disse fucking fugle ihjel.,[ 5.792199  -1.4995495 -2.836566 ],[9.9914062e-01 6.8055070e-04 1.7873169e-04]
51,positive,positive,TRUE,"Tror faktisk der er en hel del fodboldfans i hele DK, der passer på den beskrivelse. Måske ligefrem et par hviiie’ også...? Kudos til VF for at stikke hul - mon ikke det bliver forårets tema? Og DBU kommer til at følge op med et par trusler osv. osv... #Sldk",[ 1.6114817 -2.546156   1.6133019],[0.4956712  0.00775452 0.49657425]
52,negative,negative,TRUE,Man har i årtier benyttet enhver lejlighed til at sætte brand i gaderne på Nørrebro. Først venstreorienterede autonome og siden indvandrerne fra Mellemøsten. Så det er en kultur der har eksisteret længe før nogen kendte til Rasmus Paludan. Han er blot en dårlig undskyldning.,[ 6.0140557 -1.7544223 -2.769788 ],[9.9942434e-01 4.2261300e-04 1.5309991e-04]
53,negative,neutral,MISS,"Ja, kan du ikke bare være enig i det mest effektive tiltaket, så er vi ferdig? ;)",[ 3.1517332   0.61937475 -2.6190813 ],[0.92371196 0.07340866 0.00287941]
