,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,negative,MISS,".@USER ligner et parti der leger kejserens nye klæder … når det kommer til stykket er de nøgne, intet indhold #dkpol",[ 0.8099504  3.183085  -4.1804423],[8.5194983e-02 9.1422546e-01 5.7958084e-04]
1,negative,positive,MISS,"Flabet tæmning bag støttebenet af Andreas Skov Olsen, inden han så sparker bolden i kassen til 0-2.
#FCNdk #sldk #vbfcn fcn",[ 5.385222  -3.3753088 -2.1729145],[9.9932182e-01 1.5669507e-04 5.2149291e-04]
2,negative,negative,TRUE,"[LINK]

“Tyske Politikere advarer DK, -det her burde i den grad få politikerne til at tage sagen alvorlig” 
Mette Brock #dkpol burde gå godkendelserne fra 2002 igennem: islam trossamfund blev godkendt på forkert grundlag. og Stoppe Islam bøn foran FT.",[ 6.348401  -3.1289527 -3.6937273],[9.9987996e-01 7.6557073e-05 4.3521803e-05]
3,neutral,negative,MISS,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 1.8379424  2.9088316 -4.8471413],[2.5515264e-01 7.4452859e-01 3.1879035e-04]
4,neutral,negative,MISS,"Og måske skal DA afholde sig fra “hurtige regnestykker”. Men i stedet tage højde for, at alle, der nærmer sig pensionsalderen ikke er i beskæftigelse og at alle ikke arbejder fuldtid. Så går regnestykker ikke lige så hurtigt. Til gengæld er de ikke forkerte. #arbejde #dkpol",[ 1.6678184  3.6022723 -5.358578 ],[1.2624428e-01 8.7364364e-01 1.1212083e-04]
5,positive,positive,TRUE,Kæmpe tillykke til jer i Herning med udsigten til den vildeste finale 💪🏼🇩🇰,[-4.149785  -2.3526094  6.635787 ],[2.0692947e-05 1.2483193e-04 9.9985445e-01]
6,positive,positive,TRUE,"Kolo, høj sol, radio og kaffe. Det er KLART den bedste modgift mod en påske med mange gæster. Haps.",[-3.5055072 -2.938354   6.5983014],[4.0918778e-05 7.2149618e-05 9.9988687e-01]
7,neutral,neutral,TRUE,Vores årsrapport hvor socialt udsatte mennesker fortæller i prosa og tal om den betydning vores stævner og kurser betyder for dem er ude - hvis du vil være klogere på udsatte idræt så læs med 👇🏼 #dkpol #dkidræt #dksocial,[-3.0684216  5.570514  -2.370436 ],[1.7698090e-04 9.9946743e-01 3.5567858e-04]
8,positive,positive,TRUE,"Og nu som fast del af programmet, er der altid go lyd🎶🎶. styrer🙌🏻🙌🏻",[-4.2700553 -2.2365305  6.6234426],[1.8575667e-05 1.4193611e-04 9.9983943e-01]
9,neutral,neutral,TRUE,Der er så mange flere grunde til at #ståafiroskilde frem for Høje-Tå #sigerdetbare,[-1.62763    4.7172904 -3.114253 ],[1.7518719e-03 9.9785209e-01 3.9615948e-04]
10,neutral,neutral,TRUE,"RUNDSPØRGE: Knap ½ af @USER's medlemmer mener ikke, de kan arbejde, til de når folkepensionsalderen. 3 år tidligere pension i S-udspil er ikke nok for mange af dem, mener arbejdsmiljøforsker. #arbejde #dkpol #pensionsalder
[LINK]",[-0.89602184  5.300255   -4.3374815 ],[2.0327275e-03 9.9790215e-01 6.5083703e-05]
11,positive,positive,TRUE,"Jeg er faktisk også meget overrasket over United. Pisse ærgerligt de får det mål, men det virkede næsten som om, at det var det der skulle få United i gang 🤔 1-1 ville ikke være en katastrofe! KOM SÅ UNITED!!",[-1.2375989 -1.8270108  2.9651997],[0.01461393 0.00810566 0.97728044]
12,neutral,neutral,TRUE,"Nyt vækstforløb kickstarter innovation i Det Blå Danmark. Fem danske startups er udvalgt til at samarbejde med landets største selskaber i den maritime branche.
[LINK] #dkstartup #dkbiz #cphftw",[-4.4975233   3.7669482   0.77196014],[2.4517413e-04 9.5211369e-01 4.7641132e-02]
13,neutral,neutral,TRUE,"Jeg tror, jeg trækker mig og lytter.",[-2.9340966  6.0007987 -2.8244874],[1.3167495e-04 9.9972135e-01 1.4692848e-04]
14,positive,positive,TRUE,"Det her skal vi (læs #dkmedier) lige huske at have med i puljen, når vi jubler over et fortsat Radio24syv. Tak, 👏",[-4.0878897 -2.3875916  6.616337 ],[2.2446589e-05 1.2290811e-04 9.9985456e-01]
15,neutral,positive,MISS,".@USER og Scandinavian Avionics vinder Danmarks første F-35-vedligeholdelseskontrakt #dkforsvar 
[LINK]",[-4.1999893   4.894418   -0.44695187],[1.1174436e-04 9.9512225e-01 4.7659460e-03]
16,neutral,neutral,TRUE,Flere lyskryds ude af drift,[-2.4622457  5.4130716 -2.7713623],[3.7975798e-04 9.9934143e-01 2.7877858e-04]
17,positive,neutral,MISS,"Mange ellers hærdede OB-fans frygter dagens kamp, fordi den kan slukke de evige drømme om top 6. OB-mandskabet har i dag ansvaret for at blæse den frygt omkuld.#sportfyn #sldk #obvb",[-3.7913826 -0.5054711  4.3325224],[2.9395291e-04 7.8583434e-03 9.9184763e-01]
18,neutral,neutral,TRUE,Grønlands fiskeriminister Jeremiassen trækker sig efter en periode med tumult i fiskeripolitikken #glpol,[-2.1657588  5.267447  -2.985619 ],[5.9078581e-04 9.9914896e-01 2.6023708e-04]
19,negative,negative,TRUE,"Det er lidt let blot at tale om ytringsfrihed, hvis man samtidig lukker øjnene for ordene han og ligesindede chikanerer befolkningsgrupper og enkeltpersoner med.

Og det sidste gør han i stor stil.

Så, nej, nu smed jeg det ud i lyset. Bare en enkelt gang.",[ 4.535911    0.72627604 -5.5951858 ],[9.7828591e-01 2.1675158e-02 3.8957074e-05]
20,neutral,positive,MISS,"Eller sagt på en anden måde. Det er ikke en analyse som bare er trukket op af en hat. :-)
Logikken i Bruxelles er anderledes end i København og på X-borg :-)",[ 2.203583   2.5147278 -5.016694 ],[4.2270455e-01 5.7698619e-01 3.0925055e-04]
21,positive,positive,TRUE,"Wow, det var en dejlig søndagsskumringsmeddelelse :) Glad for at du kan lide den!",[-4.0662    -2.4686358  6.658974 ],[2.19816066e-05 1.08610686e-04 9.99869347e-01]
22,negative,negative,TRUE,"Jeg kan fortælle dig, at når man står på stadion, og de råber sådan, så tænker man en ekstra gang inden man går på toilet i pausen, fordi man ved, at hvis de kan se hvem man er, så falder der øretæver. Så, ja - det er udtryk for et kulturel had til os.",[ 3.240731   2.26075   -5.6789765],[7.2703373e-01 2.7286899e-01 9.7224314e-05]
23,neutral,neutral,TRUE,Regeringen lægger an til ny motorvej i hovedstaden,[-3.3184998  5.249133  -1.7318449],[1.8994964e-04 9.9888176e-01 9.2835451e-04]
24,negative,negative,TRUE,"Men det er jo problematisk, uansett om det er billedlig ment - det virker jo unektelig som barnet ikke har det så bra?
“She can see carbon dioxide with the naked eye. She sees how it flows out of chimneys and changes the atmosphere in a landfill.”",[ 6.564318  -3.659375  -3.2889419],[9.9991107e-01 3.6296769e-05 5.2570842e-05]
25,positive,negative,MISS,"Klart - nu skal der glattes ud. Spin fra klubbens side. Se hele scenariet igen. Der var ingenting at misforstå i kommunikationen fra Kepa om, at han var klar igen.",[-5.0595393   0.64616376  4.453479  ],[7.2273375e-05 2.1723686e-02 9.7820401e-01]
26,negative,negative,TRUE,"Jeg kan ikke klare at være på twitter i dag. Jeg bliver nemlig så edderspændt rasende, når jeg læser om karaktermordet på #radio24syv #dkpol #skamjer",[ 6.161027  -2.4854076 -4.1046653],[9.9978954e-01 1.7571534e-04 3.4799683e-05]
27,positive,negative,MISS,"Helt enig. Vi må bare ikke tror at bedre lokaler medfører “bedre sammenhænge” mellem SH, Kom. og AP. Heller ikke selvom vi kalder lokalerne for “Sundhedshuse” - det er der intet belæg for.",[-1.7097411 -3.641744   5.3957663],[8.1980304e-04 1.1875489e-04 9.9906141e-01]
28,neutral,positive,MISS,"HamletScenen præsenterer “Richard III” til sommer. Magtsyge, mord, sex og manipulationer fra verdens første seriemorder, lover instruktøren",[-1.0255132  4.729864  -3.7508802],[3.1550694e-03 9.9663818e-01 2.0672692e-04]
