,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,negative,negative,TRUE,".@USER ligner et parti der leger kejserens nye klæder … når det kommer til stykket er de nøgne, intet indhold #dkpol",[ 5.584709  -2.5653136 -3.6943207],[9.9961805e-01 2.8861858e-04 9.3325994e-05]
1,negative,positive,MISS,"Flabet tæmning bag støttebenet af Andreas Skov Olsen, inden han så sparker bolden i kassen til 0-2.
#FCNdk #sldk #vbfcn fcn",[ 5.3467627 -4.6137214 -1.1281564],[9.9841368e-01 4.7154972e-05 1.5391778e-03]
2,negative,negative,TRUE,"[LINK]

“Tyske Politikere advarer DK, -det her burde i den grad få politikerne til at tage sagen alvorlig” 
Mette Brock #dkpol burde gå godkendelserne fra 2002 igennem: islam trossamfund blev godkendt på forkert grundlag. og Stoppe Islam bøn foran FT.",[ 6.359068  -3.1509745 -3.9226613],[9.9989164e-01 7.4095886e-05 3.4249551e-05]
3,negative,negative,TRUE,Så er der jo fremtids sikret. Når man ser hvad der sker på vestkysten nemlig ikke en skid så kan jeg godt se hvorfor det bliver gjort. For der må da ikke kystsikres før det er for sent. Så jeg smiler bare.,[ 0.7120376   0.19827485 -1.1826444 ],[0.5718839  0.34212402 0.08599199]
4,negative,negative,TRUE,"Og måske skal DA afholde sig fra “hurtige regnestykker”. Men i stedet tage højde for, at alle, der nærmer sig pensionsalderen ikke er i beskæftigelse og at alle ikke arbejder fuldtid. Så går regnestykker ikke lige så hurtigt. Til gengæld er de ikke forkerte. #arbejde #dkpol",[ 4.865596  -1.0478694 -4.4913435],[9.9721861e-01 2.6952864e-03 8.6123815e-05]
5,positive,positive,TRUE,Kæmpe tillykke til jer i Herning med udsigten til den vildeste finale 💪🏼🇩🇰,[-3.229967  -3.452423   6.9897194],[3.6443329e-05 2.9174718e-05 9.9993443e-01]
6,positive,positive,TRUE,"Kolo, høj sol, radio og kaffe. Det er KLART den bedste modgift mod en påske med mange gæster. Haps.",[-2.7525847 -3.7228875  6.744143 ],[7.5089374e-05 2.8456496e-05 9.9989641e-01]
7,neutral,neutral,TRUE,Vores årsrapport hvor socialt udsatte mennesker fortæller i prosa og tal om den betydning vores stævner og kurser betyder for dem er ude - hvis du vil være klogere på udsatte idræt så læs med 👇🏼 #dkpol #dkidræt #dksocial,[-3.1524746  5.2268033 -1.9888984],[2.2935438e-04 9.9903643e-01 7.3424657e-04]
8,positive,positive,TRUE,"Og nu som fast del af programmet, er der altid go lyd🎶🎶. styrer🙌🏻🙌🏻",[-2.8484275 -3.8063395  6.9682717],[5.4529188e-05 2.0922469e-05 9.9992454e-01]
9,neutral,neutral,TRUE,Der er så mange flere grunde til at #ståafiroskilde frem for Høje-Tå #sigerdetbare,[-1.7254822  4.152216  -2.6197975],[0.00279021 0.99606895 0.00114088]
10,neutral,neutral,TRUE,"RUNDSPØRGE: Knap ½ af @USER's medlemmer mener ikke, de kan arbejde, til de når folkepensionsalderen. 3 år tidligere pension i S-udspil er ikke nok for mange af dem, mener arbejdsmiljøforsker. #arbejde #dkpol #pensionsalder
[LINK]",[-1.718008   5.2730904 -3.6108127],[9.1906247e-04 9.9894243e-01 1.3845549e-04]
11,negative,positive,MISS,"Jeg er faktisk også meget overrasket over United. Pisse ærgerligt de får det mål, men det virkede næsten som om, at det var det der skulle få United i gang 🤔 1-1 ville ikke være en katastrofe! KOM SÅ UNITED!!",[ 5.222484  -4.3000703 -1.3556004],[9.9853849e-01 7.3075535e-05 1.3884781e-03]
12,neutral,neutral,TRUE,"Nyt vækstforløb kickstarter innovation i Det Blå Danmark. Fem danske startups er udvalgt til at samarbejde med landets største selskaber i den maritime branche.
[LINK] #dkstartup #dkbiz #cphftw",[-4.990937   6.3700266 -1.1905329],[1.1634963e-05 9.9946803e-01 5.2030705e-04]
