,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,neutral,neutral,TRUE,"Ville være fantastisk, meeeen....",[ 0.29217783  0.65367246 -1.2342662 ],[0.376963   0.54112035 0.08191671]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-3.1979003   0.04767947  3.2018447 ],[0.00159142 0.04086234 0.9575463 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.1252291  2.8785226 -1.8074394],[0.01775919 0.9732636  0.00897724]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-3.2742977  0.9229057  2.3748567],[0.00284453 0.18916188 0.8079936 ]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 3.43639   -2.1270711 -2.7262409],[0.994093   0.00381282 0.00209426]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.484249   2.5512857 -2.2418034],[0.04548644 0.9466687  0.00784487]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-2.035282  -1.5821303  3.670914 ],[0.00329709 0.00518718 0.99151576]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-1.5489688  3.2699742 -1.7080127],[0.00795627 0.9852573  0.00678637]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-0.9095156  2.8612757 -2.0583718],[0.02235566 0.97055763 0.00708673]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-1.5209249  3.2935452 -1.7443101],[0.0079948  0.98561096 0.0063943 ]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-2.1036854  3.3080134 -1.1663201],[0.00439435 0.9843858  0.01121985]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.1381266  3.063149  -1.9827288],[0.0146625  0.9790366  0.00630089]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 3.080474  -1.5601239 -2.7684116],[0.9876202  0.00953244 0.00284742]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 2.9439259 -1.2435753 -2.8493564],[0.98209435 0.0149123  0.00299339]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-1.878029   3.021814  -1.1383009],[0.00727992 0.977466   0.0152541 ]
15,neutral,positive,MISS,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-0.417205   2.4247594 -2.1978724],[0.05459127 0.9362087  0.00920003]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 3.0042677 -1.3166845 -2.9479315],[0.9843612  0.01307943 0.00255945]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.2671142  3.357801  -1.0408486],[0.00355041 0.98434806 0.01210151]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-0.70423996  2.7168088  -2.1352744 ],[0.03140649 0.9610854  0.00750808]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-2.5367599 -1.2082586  3.8491776],[0.00167164 0.00631107 0.99201727]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-1.3201965  2.9029355 -1.5814735],[0.01428225 0.97471946 0.0109983 ]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 3.4547007 -2.233923  -2.6033103],[0.9943093  0.00336499 0.00232574]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-1.5157927  3.276948  -1.7478589],[0.0081683  0.98535514 0.0064766 ]
23,neutral,negative,MISS,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[-0.4835792  2.4134257 -2.1143916],[0.05177173 0.93809295 0.01013537]
24,negative,negative,TRUE,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 1.3542464  0.7891309 -2.822673 ],[0.63145655 0.3588533  0.00969015]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 3.4092674 -1.941935  -2.8721275],[0.9934302  0.00471129 0.0018585 ]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 1.8222474   0.24021898 -2.925706  ],[0.8235692  0.16929102 0.00713987]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 2.435184   -0.55065084 -2.9100864 ],[0.94762665 0.04785262 0.00452081]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-1.4268843  3.2261474 -1.8229889],[0.00938302 0.98430276 0.00631418]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 3.4691198 -2.2572613 -2.6262217],[0.9945181  0.00324098 0.00224099]
30,neutral,positive,MISS,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-2.9499335  2.2418609  0.767212 ],[0.00450577 0.8100963  0.18539788]
31,neutral,negative,MISS,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[-0.19621307  2.2575364  -2.3561943 ],[0.07844857 0.9125042  0.00904726]
32,negative,negative,TRUE,"Jeg finder det mere problematisk, at de antager den yngre generation ikke kender Michael Laudrup. Historielærer møgunger!!",[ 3.455052  -2.2448344 -2.6270182],[0.99440175 0.00332761 0.00227066]
33,negative,negative,TRUE,"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",[ 2.9820342 -1.3739679 -2.8507347],[0.98448503 0.01263053 0.00288449]
34,neutral,positive,MISS,"Konkurrencestater kommer i forskellige varianter, og det samme gælder for den danske konkurrencestat 🇩🇰. Nysgerrig? Køb 'Konkurrencestatsministeren' her: #dkpol #dkøko",[-1.6155894  3.321258  -1.6940008],[0.0070794 0.9863751 0.0065455]
35,negative,neutral,MISS,"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",[ 2.116341   -0.44055775 -2.4842992 ],[0.91946393 0.07129969 0.00923639]
36,neutral,positive,MISS,Viacom letter på aftale med AT&amp;T og topper S&amp;P 500-indekset,[-0.5785487  2.6004548 -2.1578543],[0.03963705 0.952193   0.00816991]
37,positive,positive,TRUE,Det er flot! Træning er heller ikke en særligt stor del af vægttab. Du kan ikke træne dig ud af dårlige spisevaner du skal spise dig ud af dem. Træning er selvfølgelig godt for en masse andre ting så det er helt fint at træne (eller ej).,[-3.2529688  1.0646963  2.246073 ],[0.00312041 0.23407207 0.7628075 ]
38,neutral,neutral,TRUE,Online Angst Kursus. Prøv gratis. Ingen binding. Ingen kreditkort. Gå til → #angst #stress #denmark,[-2.4581032  3.056593  -0.5303301],[0.00390337 0.96926415 0.0268325 ]
39,neutral,neutral,TRUE,Det er Robsons store udfordring. Han er dog ret bredt anerkendt som en af de største engelske spillere,[-1.7476456  3.359465  -1.58293  ],[0.00597474 0.9869806  0.00704456]
