,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,positive,neutral,MISS,"Ville være fantastisk, meeeen....",[-0.24579458 -0.09916025  0.23987477],[0.264327   0.30607226 0.42960072]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-2.3375306 -1.1902906  3.6293254],[0.00253533 0.00798499 0.9894797 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.3897496  2.660108  -1.2748686],[0.01680361 0.9643471  0.01884928]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-2.95885     0.24124236  2.785288  ],[0.00295955 0.07261199 0.92442846]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 3.3083699 -2.0061226 -2.6412575],[0.9925296  0.00488302 0.00258734]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.36420643  2.2898643  -2.0765326 ],[0.06496788 0.92330897 0.01172317]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.6152178 -1.4930321  3.1929133],[0.00802359 0.00906637 0.98291   ]
7,neutral,negative,MISS,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[-1.7192241  3.1100688 -1.3362442],[0.00783766 0.98066723 0.01149509]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-1.4941202  3.0468771 -1.5247585],[0.01044341 0.97942823 0.0101283 ]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-1.7078314  3.1661694 -1.3729129],[0.00750519 0.98200387 0.01049095]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-2.8401666  1.7612342  1.1596048],[0.00644291 0.6418667  0.35169038]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.3044366  2.910009  -1.6209719],[0.01441227 0.975086   0.01050178]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 2.3468857 -1.2421113 -1.9749985],[0.96070623 0.0265405  0.01275323]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 1.8268387 -0.5771123 -1.9020896],[0.89736104 0.08108573 0.02155332]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-2.2892694   1.3544303   0.94384706],[0.01548189 0.5919196  0.39259854]
15,neutral,positive,MISS,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-0.94478166  2.4973526  -1.5966238 ],[0.03051136 0.95358956 0.01589901]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 2.479047  -0.7407402 -2.766509 ],[0.95672315 0.03823407 0.00504278]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-2.5719762   2.911274   -0.26504788],[0.00397344 0.95611924 0.03990737]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-0.7111181  2.5474346 -1.9184046],[0.03661546 0.95243627 0.0109483 ]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-2.1971292 -1.2480222  3.590471 ],[0.00303202 0.00783294 0.989135  ]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-1.6451226  2.6432288 -0.9327942],[0.01317783 0.9599561  0.02686608]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 3.1748226 -2.0746307 -2.3353984],[0.99079    0.00520203 0.00400796]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-1.5332408  3.0801444 -1.4915521],[0.00972125 0.9801436  0.01013508]
23,neutral,negative,MISS,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 0.0051053  1.7033206 -1.945465 ],[0.15136883 0.8271076  0.02152358]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[ 0.2969788  1.7418256 -2.3552344],[0.18826374 0.79846454 0.01327165]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 3.159912  -1.6793796 -2.744429 ],[0.98947173 0.00782935 0.00269886]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 2.5327945  -0.99652576 -2.5403614 ],[0.9656354  0.02831711 0.00604741]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 1.839195   -0.32514122 -2.208575  ],[0.88316804 0.10141076 0.01542123]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-1.4305953  3.0699093 -1.6330792],[0.01088385 0.98022735 0.00888883]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 3.229155  -2.0954442 -2.412892 ],[0.9916543  0.00482966 0.00351601]
