,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,negative,neutral,MISS,"Ville være fantastisk, meeeen....",[ 2.178451  -1.0664016 -1.9887431],[0.94834375 0.03696105 0.01469523]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-1.713023  -0.5694947  2.5425293],[0.0133988  0.04204301 0.9445582 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.9776456  2.2653549 -0.1350112],[0.0129989  0.904937   0.08206399]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-1.7247947 -0.5768479  2.5543175],[0.01310134 0.0412917  0.94560695]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 2.810228  -1.5901673 -2.3560412],[0.9823392  0.01205574 0.00560505]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-1.1876822  2.3176827 -1.0144421],[0.02818272 0.9383037  0.03351352]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.295294  -0.8261453  2.3506005],[0.02444052 0.03907141 0.9364881 ]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 2.100654   -0.54336107 -2.4003642 ],[0.92406666 0.06567836 0.01025501]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-0.16194814  1.6065742  -1.5511922 ],[0.14061834 0.82433057 0.03505104]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-1.1787304  2.31264   -0.9972146],[0.02854701 0.93722415 0.03422882]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-1.236912    1.6333808  -0.31886342],[0.04728897 0.8342806  0.11843041]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.1197942  1.9629749 -0.7840231],[0.04129202 0.9009397  0.0577683 ]
12,negative,negative,TRUE,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[ 2.5892708 -1.3471285 -2.273883 ],[0.97347814 0.0190007  0.00752117]
