,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,negative,neutral,MISS,"Ville være fantastisk, meeeen....",[ 1.8604645 -0.8436044 -1.7747194],[0.9146523  0.06122006 0.02412769]
1,positive,positive,TRUE,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-1.7214087  -0.09680379  2.1312454 ],[0.01879898 0.09543139 0.88576955]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.8206447   1.9636725   0.04759768],[0.01942407 0.8547681  0.12580779]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-1.7100366  -0.14738065  2.1737082 ],[0.01839    0.08774748 0.8938625 ]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 2.4275918 -1.3134403 -2.1109507],[0.96672666 0.02294003 0.01033331]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-1.2031778  2.0435972 -0.6834206],[0.035225   0.90554    0.05923505]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.1165906 -0.5982168  1.9828359],[0.04021795 0.06753778 0.89224434]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 1.0944141   0.30564094 -1.8595788 ],[0.6637756  0.30162093 0.03460338]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-1.120342   1.9712663 -0.7178646],[0.04080304 0.89817494 0.06102198]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-1.2206789  2.0280445 -0.6245907],[0.03499876 0.9014783  0.06352293]
10,positive,neutral,MISS,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-1.8657552   0.86902994  1.2690789 ],[0.02538634 0.39111304 0.5835006 ]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.1735024   1.6272024  -0.33235347],[0.0505682  0.8321626  0.11726919]
