,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
0,negative,neutral,MISS,"Ville være fantastisk, meeeen....",[ 1.018725   -0.26006457 -1.1598697 ],[0.7186104  0.20004249 0.08134706]
1,neutral,positive,MISS,"Jeg🤞🏼 for, at #skolechat og de nationale test kommer til at fylde i valgkampen. Det bør være en folkelig debat. Og anbefaler dette interview med @USER, der var undervisningsminister, da de nationale test blev besluttet",[-1.8755814  1.1615161  1.0060648],[0.02519636 0.5252093  0.4495943 ]
2,neutral,neutral,TRUE,FHK-kæmpe skal ikke med i ligaen: Får ikke forlænget sin aftale,[-1.2501937   1.7113887  -0.27612284],[0.04352133 0.8412036  0.11527518]
3,positive,neutral,MISS,Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,[-1.9546739  1.1112837  1.1343486],[0.02251714 0.48310524 0.49437755]
4,negative,negative,TRUE,"Er det ikke en lidt paranoid opfattelse? Hvad med Margaret Thatcher, Angela Merkel og Theresa May? Der er da ingen som taler om deres mænd?",[ 2.184719  -1.1914519 -1.860737 ],[0.95085984 0.03249855 0.01664169]
5,neutral,neutral,TRUE,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel),[-0.99507153  1.647633   -0.49730882],[0.0598939  0.8415784  0.09852766]
6,positive,positive,TRUE,Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,[-1.0033934 -0.3550585  1.6542062],[0.05822632 0.11134931 0.83042437]
7,negative,negative,TRUE,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",[ 1.9214867 -0.8224203 -1.8361777],[0.9194077  0.05913499 0.02145731]
8,neutral,negative,MISS,Saudierne er mestre i at manipulere de globale medier. Læs min seneste i @USER: #SaudiArabien #Dkmedier #dkpol,[-0.994301    1.6404186  -0.50048715],[0.06032107 0.8408396  0.09883928]
9,neutral,negative,MISS,"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk",[-1.0266316   1.6593004  -0.45763513],[0.05734482 0.84135586 0.10129926]
10,neutral,neutral,TRUE,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",[-1.4433475   1.6302418   0.00745421],[0.03719422 0.80411536 0.15869041]
11,neutral,positive,MISS,"Ny opgørelse viser, at det i høj grad er TV 2-kanalerne, der har skruet op for produktionen af ny dansk tv-fiktion #dkmedier",[-1.1834427   1.6841389  -0.33634946],[0.04778454 0.84074104 0.11147445]
12,neutral,negative,MISS,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",[-0.2243617   1.0274334  -0.84911513],[0.19872785 0.6948746  0.10639758]
13,negative,negative,TRUE,"Det fortæller jo alt, DF byder nazilignende tilstande velkommen i folketinget.

Håber ikke at det overrasker nogen.

#dkpol",[ 2.1787262 -1.1899203 -1.8178062],[0.9498341  0.03270869 0.01745725]
14,neutral,neutral,TRUE,"pinen er udsat til imorgen, det er en større omgang jeg er igennem.",[-1.2685279   1.6357905  -0.20858204],[0.04516913 0.824463   0.13036783]
15,neutral,positive,MISS,"Sikkert nok, og du har ret i, at der ""altid"" er mange Brøndby-folk med i Odense. Men den fine kulisse i dag skyldes også et pænt Odense-fremmøde.",[-1.0336114   1.6235732  -0.42299402],[0.05848752 0.8338037  0.10770874]
16,negative,negative,TRUE,"Ligesom meget andet i livet så er der vel sagtens både gode, dårlige, indholdsrige, og uinteressante pressemøder - men I journalister bliver vel betalt for det ... Det er jeres arbejde eller ??",[ 2.0796492 -1.0054753 -1.9051164],[0.939566   0.04296103 0.01747293]
17,neutral,neutral,TRUE,Blågårdsgade 2. Look for Sasaa at Facebook,[-1.5752476  1.7015921  0.1006924],[0.03045462 0.80680144 0.16274391]
18,neutral,positive,MISS,"DAT fejrer 30 år med fly Det er i dag 30 år siden, at Kirsten og Jesper Rungholm lettede med deres første fly. I dag råder de over 22 fly og har mere end 500 ansatte.",[-1.0463556  1.664668  -0.4589289],[0.05604119 0.843121   0.10083783]
19,positive,positive,TRUE,"Sommerferien går til Montenegro. Er du sådan én, der har gode tips til det land, så vil jeg herre mega gerne have dem ☺️",[-1.2889737  -0.14098859  1.8006184 ],[0.03828492 0.12066776 0.84104735]
20,neutral,neutral,TRUE,"Og nej, det er ikke passivt.",[-1.0838147   1.583067   -0.31412682],[0.05696673 0.8200368  0.12299644]
21,negative,negative,TRUE,"I at straffe to klubber for et problem, der veldokumenteret går på tværs af alle klubber. Det er en pop-reaktion, efter at de ikke har taget deres ansvar seriøst. Og det er problemet med DBU og især disciplinærudvalget. At de altid kun har moral, nær det er billigt og opportunt.",[ 2.146413  -1.1902459 -1.7854238],[0.94772065 0.03369673 0.01858255]
22,neutral,neutral,TRUE,Kræft øger risiko for andre sygdomme senere i livet,[-1.1407713   1.6978642  -0.36907688],[0.04936844 0.8438265  0.10680512]
23,negative,negative,TRUE,"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",[ 1.5986843 -0.4747135 -1.7563412],[0.8615741  0.10834963 0.03007624]
24,neutral,negative,MISS,"Selvom Danmark ikke er længere er med i det europæiske politisamarbejde, Europol, så bruger politiet Europols forbryder-database (EIS) som aldrig før. #dkpol",[-0.52584    1.3871166 -0.7954831],[0.1171408  0.79340446 0.0894548 ]
25,negative,negative,TRUE,"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",[ 2.1365552 -1.0759925 -1.9042022],[0.94532424 0.03805301 0.01662273]
26,negative,neutral,MISS,"Milos.. Der er en himmelvid forskel på at bruge en sexuel orientering som skældsord, og et erhverv, uanset om det er luder/bilsælger/bankmand eller håndværker. Du kan skifte erhverv, det er umiddelbart nok sværere at sexualitet. Læs tipsbladets artikel om",[ 1.9711696 -0.8666403 -1.8858719],[0.9261968  0.0542323  0.01957093]
27,negative,negative,TRUE,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",[ 1.9649225 -0.8397573 -1.8924222],[0.92451334 0.05595723 0.01952944]
28,neutral,negative,MISS,"RT @USER: Du mener: Hvem bliver nummer tre ?

Først var det skolelærerne...",[-0.9273264  1.618928  -0.5647977],[0.06580601 0.8396335  0.0945605 ]
29,negative,neutral,MISS,"Mediernes rolle skal forklares forfra, skriver som kommentar til ""På sin vis er der tale om ytringsfrihed på speed. Men hvis de forpligtede, uafhængige medier samtidig svækkes, får vi et demokratisk problem"" #dkmedier",[ 2.151257  -1.2228153 -1.7603753],[0.94853467 0.03248719 0.01897811]
30,positive,positive,TRUE,"Ved du overhovedet hvad det ord betyder?

Jeg er fuldstændig enig med @USER. Danmark har brug for en ny retning!",[-1.5741576   0.32668024  1.5876986 ],[0.03194287 0.2137457  0.7543114 ]
31,negative,negative,TRUE,Der er noget skrivere har misforstået. Han skriver en nedsænkning vil give 7000 yderlige pladser og det er AGFS ønske. AGF har ikke noget ønske om at øge kapaciteten til 27000 #ultratwitteragf,[ 2.1095238 -1.0552031 -1.8495337],[0.9422346  0.0397865  0.01797886]
